gate length,Theta,Phi,dt,combination,total time,computing time
5,0.502951091,5.97994595,2.6,"[2, 2, 4, 4, 1]",13,10.62037373
4,0.502959457,3.682156433,2.6,"[3, 3, 2, 2]",10.4,10.49134493
5,0.502974134,1.373993506,2.6,"[4, 4, 1, 1, 3]",13,10.5433557
4,0.502979031,5.546179611,2.6,"[2, 2, 4, 4]",10.4,0.900201082
4,0.502985946,4.653637115,2.6,"[3, 2, 2, 4]",10.4,0.526117325
4,0.502992162,1.592805247,2.6,"[4, 1, 1, 3]",10.4,0.512112856
4,0.502995066,2.535892558,2.6,"[1, 1, 3, 3]",10.4,0.883197546
4,0.503005504,4.795085044,2.6,"[3, 2, 2, 4]",10.4,0.703157187
4,0.503032763,5.751518337,2.6,"[2, 2, 4, 4]",10.4,0.896199703
4,0.503041507,0.76568904,2.6,"[4, 4, 1, 1]",10.4,0.865193129
4,0.503043933,0.748412469,2.6,"[4, 4, 1, 1]",10.4,0.870203257
5,0.503045805,2.832443016,2.6,"[1, 1, 3, 3, 2]",13,10.64036727
5,0.50305337,3.7637349,2.6,"[1, 3, 3, 2, 2]",13,1.339297295
5,0.503062534,4.58292919,2.6,"[3, 3, 2, 2, 4]",13,10.53035355
5,0.503067978,4.549085008,2.6,"[3, 3, 2, 2, 4]",13,10.55334711
4,0.503073904,0.925452047,2.6,"[4, 4, 1, 1]",10.4,0.885198116
5,0.503076141,5.068384552,2.6,"[3, 3, 2, 2, 4]",13,2.012449503
4,0.503080613,0.171695524,2.6,"[2, 4, 4, 1]",10.4,0.689152718
4,0.503095754,5.065184553,2.6,"[3, 2, 2, 4]",10.4,0.876194954
5,0.503096517,4.424106296,2.6,"[3, 3, 2, 2, 4]",13,10.57636404
4,0.503106901,5.583403412,2.6,"[2, 2, 4, 4]",10.4,0.892198086
5,0.503113712,3.030670967,2.6,"[1, 1, 3, 3, 2]",13,10.52435207
4,0.503142226,3.949877592,2.6,"[3, 3, 2, 2]",10.4,0.893198729
5,0.503175616,2.885554518,2.6,"[1, 1, 3, 3, 2]",13,10.57736444
4,0.503189704,5.876196631,2.6,"[2, 4, 4, 4]",10.4,12.43876457
4,0.503189963,4.02681805,2.6,"[3, 3, 2, 2]",10.4,0.888196945
4,0.503195845,4.993235387,2.6,"[3, 2, 2, 4]",10.4,0.702157021
4,0.503200896,1.532602586,2.6,"[4, 1, 1, 3]",10.4,0.514113903
5,0.503213241,1.418098523,2.6,"[4, 4, 1, 1, 3]",13,10.55635953
4,0.503214593,5.263004287,2.6,"[2, 2, 4, 4]",10.4,10.48334336
4,0.503226649,3.964915778,2.6,"[3, 3, 2, 2]",10.4,0.893198729
4,0.50324141,6.255129666,2.6,"[2, 4, 4, 1]",10.4,0.521116018
4,0.503245647,2.319093879,2.6,"[1, 1, 3, 3]",10.4,0.874195099
5,0.503251425,1.46976669,2.6,"[4, 4, 1, 1, 3]",13,10.53134251
4,0.50326915,4.138140142,2.6,"[3, 3, 2, 2]",10.4,0.907202244
4,0.50328033,4.262519711,2.6,"[3, 3, 2, 2]",10.4,0.880196571
5,0.503306777,2.245125527,2.6,"[4, 1, 1, 3, 3]",13,1.338299036
4,0.503352953,2.332897077,2.6,"[1, 1, 3, 3]",10.4,0.876195192
4,0.503363471,5.01522651,2.6,"[3, 2, 2, 4]",10.4,0.697155476
4,0.503382757,5.851833667,2.6,"[2, 2, 4, 4]",10.4,0.882196903
4,0.503387789,6.193678072,2.6,"[2, 4, 4, 1]",10.4,0.515114307
4,0.503393186,4.94660622,2.6,"[3, 2, 2, 4]",10.4,0.700156927
4,0.503395613,0.190027199,2.6,"[2, 4, 4, 1]",10.4,0.688153028
5,0.503400952,1.324040484,2.6,"[4, 4, 1, 1, 3]",13,10.60337043
5,0.503416477,2.239018547,2.6,"[4, 1, 1, 3, 3]",13,1.33229661
4,0.503417727,2.746257695,2.6,"[1, 3, 3, 3]",10.4,12.43077826
4,0.503441293,0.757295592,2.6,"[4, 4, 1, 1]",10.4,0.868194103
5,0.503451441,5.390924568,2.6,"[3, 2, 2, 4, 4]",13,1.379308701
4,0.503477651,1.90955875,2.6,"[4, 1, 1, 3]",10.4,0.8691926
4,0.503545833,3.253277919,2.6,"[1, 3, 3, 2]",10.4,0.694154024
4,0.503548728,2.769174547,2.6,"[1, 3, 3, 2]",10.4,11.20748973
5,0.503556987,5.995668999,2.6,"[2, 2, 4, 4, 1]",13,10.60035586
4,0.503566725,1.843863979,2.6,"[4, 1, 1, 3]",10.4,0.716160297
4,0.503580537,0.896644772,2.6,"[4, 4, 1, 1]",10.4,0.885197163
5,0.503583436,0.679994214,2.6,"[2, 4, 4, 1, 1]",13,1.348301411
5,0.503602483,5.332084775,2.6,"[3, 2, 2, 4, 4]",13,1.352300644
5,0.503606161,5.153470107,2.6,"[3, 3, 2, 2, 4]",13,2.006448746
4,0.503612483,3.251897673,2.6,"[1, 3, 3, 2]",10.4,0.688154459
5,0.503620665,4.502019979,2.6,"[3, 3, 2, 2, 4]",13,10.56834888
4,0.503627546,2.448080447,2.6,"[1, 1, 3, 3]",10.4,0.883196354
4,0.503628184,0.563136968,2.6,"[4, 4, 1, 1]",10.4,10.55135822
4,0.503638714,3.113921165,2.6,"[1, 3, 3, 2]",10.4,0.516114712
5,0.503640128,2.225370405,2.6,"[4, 1, 1, 3, 3]",13,1.338299274
4,0.503649174,6.212333287,2.6,"[2, 4, 4, 1]",10.4,0.516114712
4,0.50367733,3.672295758,2.6,"[3, 3, 2, 2]",10.4,10.54035521
4,0.503677605,1.81787278,2.6,"[4, 1, 1, 3]",10.4,0.684151649
5,0.503684745,1.930143101,2.6,"[4, 4, 1, 1, 3]",13,1.984440565
4,0.50369535,4.895703625,2.6,"[3, 2, 2, 4]",10.4,0.693154812
4,0.503700217,1.50226666,2.6,"[4, 1, 1, 3]",10.4,0.510113478
5,0.503701414,1.449043897,2.6,"[4, 4, 1, 1, 3]",13,10.55834866
4,0.503712451,1.885320248,2.6,"[4, 1, 1, 3]",10.4,0.861191273
5,0.503740098,5.947903033,2.6,"[2, 2, 4, 4, 1]",13,10.65836835
5,0.503757399,6.08923674,2.6,"[2, 2, 4, 4, 1]",13,10.56536198
4,0.503780981,3.117479471,2.6,"[1, 3, 3, 2]",10.4,0.511113405
4,0.503790969,1.208835373,2.6,"[4, 1, 1, 3]",10.4,11.23249817
4,0.503803073,1.493871181,2.6,"[4, 1, 1, 3]",10.4,0.511113882
4,0.503804986,5.484595259,2.6,"[2, 2, 4, 4]",10.4,0.881195545
4,0.503819747,2.559673352,2.6,"[1, 1, 3, 3]",10.4,0.88619709
5,0.503830419,5.317995051,2.6,"[3, 2, 2, 4, 4]",13,1.349301338
5,0.503831142,1.318962024,2.6,"[4, 4, 1, 1, 3]",13,10.60637069
4,0.503855659,3.913166258,2.6,"[3, 3, 2, 2]",10.4,0.883197308
5,0.503869142,3.565124829,2.6,"[1, 1, 3, 3, 2]",13,2.008449078
5,0.503906444,5.124044761,2.6,"[3, 3, 2, 2, 4]",13,2.01044631
4,0.503934943,4.165372127,2.6,"[3, 3, 2, 2]",10.4,0.896198988
4,0.503935562,0.574261298,2.6,"[4, 4, 1, 1]",10.4,10.58036447
4,0.503948067,5.316593543,2.6,"[2, 2, 4, 4]",10.4,10.56736183
5,0.503958401,3.791208315,2.6,"[1, 3, 3, 2, 2]",13,1.353302479
4,0.504009108,4.173190562,2.6,"[3, 3, 2, 2]",10.4,0.896199942
4,0.50401639,5.822326841,2.6,"[2, 2, 4, 4]",10.4,0.884197474
4,0.504021902,2.528285688,2.6,"[1, 1, 3, 3]",10.4,0.919204473
4,0.504032075,2.270070809,2.6,"[1, 1, 3, 3]",10.4,0.877194405
4,0.504042646,0.49717927,2.6,"[4, 4, 1, 1]",10.4,10.51333666
4,0.504062826,3.329482009,2.6,"[1, 3, 3, 2]",10.4,0.687153101
