Case,gate length,Theta,Phi,dt,combination,fidelity,total time,computing time
case47,26,2.508299689,0.83847676,2.62,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",0.9990028209836582,68.12,1628.2311573028564
case48,26,2.100805805,2.446943018,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 0, 1, 1]",0.9999892127329675,67.60000000000001,0.08788537979125977
case49,32,3.026946964,1.175716394,2.62,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4]",0.9954815020045547,83.84,1640.7936017513275
case50,10,0.611273644,3.153998677,2.69,"[3, 2, 2, 4, 4, 1, 3, 1, 1, 0]",0.9999930878822841,26.9,0
case51,5,0.521518992,3.044002894,2.48,"[1, 1, 3, 3, 2]",0.9983624938509273,12.4,12.890923500061035
case52,25,2.387686707,6.22050495,2.61,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",0.999548793641618,65.25,1629.743499994278
case53,10,0.7221773,0.1658373,2.65,"[4, 1, 1, 3, 3, 2, 2, 4, 0, 3]",0.9999588449526863,26.5,0
case54,10,1.052931662,2.246033881,2.56,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3]",0.9957623702015128,25.6,1596.685462474823
case55,11,0.6213575664850435,5.053092701035182,2.65,"[2, 2, 4, 4, 1, 3, 3, 0, 3, 0, 1]",0.9999120498191337,29.15,0
case56,10,1.12834683,4.713383112,2.66,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",0.9921553821401357,26.6,1589.407695531845
case57,26,2.330307234,4.173530829,2.62,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 3, 3, 2]",0.9996089203160353,68.12,1634.1242294311523
case58,26,2.469126493,0.991029015,2.62,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 1]",0.9978280693176345,68.12,1645.7298629283905
case59,26,2.350762631,2.74690541,2.59,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2]",0.9995365866700981,67.34,1645.6671631336212
case60,1,0.201835898,2.072955578,4.56,[3],0.9994392345763449,4.56,0.010973691940307617
case61,26,1.9120576207732936,4.059393881547647,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4, 4, 1, 1, 1, 3, 3]",0.9999094554847175,67.60000000000001,1101.185783147812
case62,10,0.871537003,4.070812576,2.62,"[2, 2, 4, 4, 1, 1, 3, 2, 2, 2]",0.9998257106325569,26.200000000000003,1598.219111442566
case63,33,2.718944027,0.752230176,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 0, 3, 3, 2, 2, 4, 4]",0.9999808315598923,85.8,89.2672061920166
case64,27,2.623099527,1.764771207,2.62,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1]",0.9944217764546897,70.74000000000001,1177.6251637935638
case65,33,2.704390593,2.191622889,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 3, 2, 4, 1, 1, 1]",0.99992668630767,85.8,177.08237409591675
case66,26,2.44427827,1.25956185,2.59,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3]",0.9994578193844756,67.34,1177.2527933120728
case67,11,0.704060572,1.431529688,2.63,"[1, 1, 3, 3, 2, 2, 2, 4, 0, 0, 0]",0.9999879078053068,28.93,0
case68,28,2.743639088,2.355350671,2.61,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3]",0.9969085175388154,73.08,1230.097959280014
case69,8,0.728801926,4.439123411,2.54,"[4, 1, 1, 3, 3, 2, 2, 2]",0.9997469241217729,20.32,1121.9099986553192
case70,33,2.976069012,0.907134235,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 3, 2, 2, 4, 4, 4]",0.9991936119939933,85.8,1179.6441974639893
case71,26,2.586742087,3.079472032,2.62,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",0.995357948789464,68.12,1182.6953372955322
case72,10,0.830737859,1.632985001,2.65,"[1, 3, 3, 2, 2, 4, 4, 1, 3, 1]",0.9999633018507248,26.5,0
case73,18,1.731644516,6.126636203,2.58,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",0.9988623978794513,46.44,1246.8516068458557
case74,19,1.42131994,1.31124512,2.56,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4, 3, 4, 1]",0.9999775338867688,48.64,0
case75,27,1.9593234288869168,5.152909301170912,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 0, 4, 1, 1]",0.9999890530189933,70.2,0
case76,33,3.016295756,5.516326013,2.61,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2]",0.9999775017168578,86.13,1170.3666734695435
case77,24,2.360339333,2.217223224,2.59,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3]",0.9963118208562811,62.16,1046.1794073581696
case78,28,2.651920654,4.042388747,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 2]",0.9981992468449085,72.8,1049.534786939621
case79,3,0.434057541,0.39556821,3.4,"[4, 4, 1]",0.9982038254236897,10.2,0.31371426582336426
case80,18,1.292345144,3.234544409,2.64,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 0, 4, 0]",0.999955747715577,47.52,0.003002643585205078
case81,28,2.693843932,0.095145999,2.61,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4]",0.9965093521885227,73.08,1055.2927691936493
case82,4,0.49768083,5.874810483,2.73,"[2, 2, 4, 1]",0.9954701618446063,10.92,1.6208851337432861
case83,26,2.3187916702448184,1.346935163666733,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 0, 3]",0.9999239147151396,67.60000000000001,0.020461320877075195
case84,10,0.896295335,4.257892727,2.73,"[2, 2, 4, 1, 1, 1, 3, 3, 2, 2]",0.9998216789089085,27.3,1027.665960073471
case85,10,0.6745096563915786,0.2422491358538965,2.67,"[4, 1, 1, 3, 3, 2, 0, 4, 3, 1]",0.9999226276660469,26.7,0.5838394165039062
case86,12,0.929405649,0.514345816,2.49,"[4, 4, 1, 1, 1, 3, 2, 2, 4, 1, 1, 1]",0.9999465358934695,29.880000000000003,490.1070053577423
case87,32,2.9878493870452387,2.115439864873618,2.62,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 1]",0.9943765565841424,83.84,1056.2787952423096
case88,26,1.935674693,3.683954074,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 2, 2, 2, 1]",0.9999390712061261,67.60000000000001,0.04181694984436035
case89,11,1.114507604,3.435987755,2.68,"[3, 2, 2, 2, 4, 4, 1, 1, 3, 3, 2]",0.9968107737737841,29.48,1156.4064786434174
case90,10,0.8794024969127997,3.384222194326243,2.68,"[3, 2, 4, 4, 4, 1, 1, 3, 3, 2]",0.9996939143201758,26.8,1210.3844356536865
case91,1,0.286236863,0.411798034,5.0,[1],0.9958066414229751,5.0,0.007909536361694336
case92,33,2.78916885,1.051885135,2.61,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 2, 2, 4, 4]",0.9993511957457236,86.13,1210.2097132205963
case93,12,1.239500148,6.251201172,2.62,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",0.9969516287664634,31.44,1220.4889438152313
case94,26,2.599107267,5.461421394,2.61,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4]",0.9938941267963006,67.86,1307.389937877655
case95,25,2.357654835,6.179154672,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",0.9999037031777106,65.0,0
case96,18,1.244048238,1.047175821,2.65,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 4, 1, 0, 3, 3]",0.9999169416738978,47.699999999999996,0.13192081451416016
case97,33,2.949960403,2.550189683,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 1, 1]",0.9993348027951678,85.8,1268.3308427333832
case98,26,2.153162313,2.133783945,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 4]",0.9999594522938549,67.60000000000001,0.051009416580200195
case99,26,2.201036054,2.259606345,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 4, 2]",0.9999411881616099,67.60000000000001,0.058249711990356445
case100,33,2.963087496657768,1.7028096869036236,2.61,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4, 4]",0.9918550320004171,86.13,1171.0340993404388
