gate lenght,Theta,Phi,dt,combination,total time,computing time
1,0.222247725,3.063296919,5,[3],5,0.01499629
18,3.06715499,5.225460257,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 2]",90,166.8026714
6,0.953273803,4.536081341,5,"[2, 4, 4, 1, 3, 4]",30,15.08832526
12,2.254541054,4.841114333,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4]",60,5.853289127
8,1.36577728,0.921185204,5,"[2, 4, 4, 1, 3, 2, 4, 1]",40,17.53541136
14,2.407908282,1.156099946,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",70,20.98780608
6,0.873605965,1.104603417,5,"[1, 3, 3, 2, 4, 1]",30,7.573661566
2,0.421231822,1.332888344,5,"[1, 1]",10,0.868191242
14,2.525243015,1.552746013,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1]",70,22.21125126
17,2.678216753,2.387649212,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 1, 3, 3]",85,280.8377037
0,0.167521503,0.59129402,5,[],0,0.002000809
8,1.305304528,0.939596408,5,"[2, 4, 4, 1, 3, 2, 4, 1]",40,17.24980092
0,0.008417213,4.357123276,5,[],0,0.002999544
5,0.870771088,1.037812062,5,"[1, 3, 4, 4, 1]",25,3.996873379
9,1.433280014,1.578650012,5,"[3, 2, 4, 1, 3, 3, 2, 1, 1]",45,48.12181878
2,0.466085778,5.666567463,5,"[2, 4]",10,0.100026846
3,0.609418172,0.867218612,5,"[2, 4, 1]",15,0.399087191
11,1.712834721,5.537286285,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4]",55,45.49414349
0,0.054657499,4.579691676,5,[],0,0.002999067
1,0.312530328,5.784547273,5,[4],5,0.018003464
0,0.082350662,1.562070271,5,[],0,0.001992464
11,1.69299284,3.254582569,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 0, 2]",55,73.34816456
1,0.265950419,0.619388684,5,[1],5,0.013003826
5,0.656389126,6.240224012,5,"[1, 3, 3, 2, 1]",25,3.969866991
12,1.863854919,0.595904719,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",60,89.51511288
6,1.054918051,2.67516028,5,"[3, 2, 2, 4, 1, 3]",30,9.88617301
4,0.709046989,2.44897596,5,"[2, 4, 1, 3]",20,1.237271786
4,0.798481832,3.529643948,5,"[4, 1, 3, 2]",20,1.113245726
0,0.095418579,3.924151765,5,[],0,0.003000021
18,2.95690497,4.206237951,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2]",90,184.4530644
8,1.489044256,4.987730214,5,"[1, 3, 2, 4, 1, 3, 2, 4]",40,2.622577667
3,0.625021463,0.694974355,5,"[2, 4, 1]",15,0.398087978
9,1.660132801,3.446349006,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2]",45,3.171698332
2,0.423192121,2.319163705,5,"[1, 3]",10,0.099021435
0,0.150962072,3.015855479,5,[],0,0.002001047
7,1.245995584,1.939595229,5,"[4, 1, 3, 2, 4, 1, 3]",35,2.00344944
14,2.117408946,1.222349755,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",70,166.4150274
15,2.242220505,5.811068991,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4]",75,279.1259704
6,0.784334491,1.797185871,5,"[1, 3, 3, 2, 1, 3]",30,9.372065544
19,3.117562429,3.041427377,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 4, 3, 3]",95,319.4575171
8,1.311176398,4.793335325,5,"[1, 3, 2, 4, 4, 3, 3, 2]",40,33.82092047
14,2.424289738,3.661235416,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",70,50.70018148
6,0.819217284,1.424583814,5,"[1, 3, 3, 4, 4, 1]",30,9.254031658
16,2.701999935,1.720565602,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1]",80,72.97307253
6,1.169570535,5.329283082,5,"[2, 4, 1, 3, 2, 4]",30,0.876192808
13,2.206051936,3.287202743,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",65,11.6109724
14,2.490805949,1.791189965,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1]",70,42.08477426
4,0.691492296,4.038238554,5,"[4, 1, 3, 2]",20,1.241266727
9,1.129183982,3.328705018,5,"[2, 4, 4, 3, 2, 4, 4, 0, 2]",45,94.56013465
5,0.73767096,4.444403257,5,"[2, 4, 3, 3, 4]",25,7.160578251
5,0.926387016,3.651025892,5,"[2, 4, 1, 1, 2]",25,3.21871686
11,2.034428676,3.427823058,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",55,4.932079077
8,1.193503381,4.789838457,5,"[1, 3, 2, 4, 4, 1, 2, 4]",40,24.1756196
19,3.103346244,5.540467981,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1, 3]",95,291.1785245
2,0.399242626,3.573370467,5,"[3, 2]",10,0.66614604
0,0.141583187,4.413748176,5,[],0,0.002000809
8,1.459300619,3.41045703,5,"[4, 1, 3, 2, 4, 1, 3, 2]",40,2.427526236
19,3.074398182,0.901252336,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 2, 4]",95,256.345782
19,3.070194761,0.74254199,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 2, 4]",95,256.545944
5,0.72589107,0.29662907,5,"[1, 3, 3, 4, 1]",25,4.631020308
11,1.453107616,3.366957343,5,"[1, 3, 3, 4, 1, 3, 2, 4, 1, 2, 2]",55,164.8691614
8,1.210932508,4.929334087,5,"[1, 3, 2, 4, 1, 3, 3, 2]",40,20.62372541
12,2.262157381,1.667408128,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",60,5.773273706
0,0.076487722,3.359578223,5,[],0,0.002000332
2,0.437539052,3.665976043,5,"[3, 2]",10,0.095029831
17,2.642122827,2.335730371,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4, 3, 2]",85,314.6716082
5,0.781180818,4.229685964,5,"[2, 4, 3, 3, 2]",25,3.588791609
2,0.397914113,2.683384961,5,"[1, 3]",10,0.096109629
13,2.227843388,3.270397518,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",65,9.741618156
11,1.698643686,2.70960875,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3]",55,55.74663329
12,1.825358294,4.286798029,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2]",60,109.6750834
2,0.378479955,4.723747942,5,"[2, 2]",10,0.822187424
16,2.727278044,0.927656143,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3]",80,109.7792108
2,0.415985196,4.426648151,5,"[2, 2]",10,0.840185165
9,1.365139703,1.999016801,5,"[3, 2, 4, 1, 3, 2, 4, 1, 2]",45,19.59344101
8,1.208932547,4.690491224,5,"[1, 3, 2, 4, 4, 1, 2, 4]",40,24.48081446
12,2.266744777,1.747330067,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",60,5.791276932
3,0.505386574,2.785028101,5,"[4, 1, 2]",15,1.831412077
11,1.85563579,2.546733,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3]",55,63.26122618
16,2.790622246,4.574589947,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",80,68.85558605
17,2.881194362,5.749028297,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1]",85,161.7337041
0,0.038778511,1.822690107,5,[],0,0.002000093
5,0.570907383,6.098774071,5,"[1, 3, 3, 2, 0]",25,4.199924946
5,0.912987569,2.535761284,5,"[3, 2, 1, 1, 3]",25,4.009890556
6,0.915327293,2.842675611,5,"[3, 2, 2, 4, 1, 3]",30,8.374388218
17,2.878266146,2.398142921,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3]",85,152.6847794
14,2.119124903,1.235988111,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",70,166.3760197
12,1.946391517,5.230179306,5,"[1, 3, 4, 4, 1, 3, 4, 4, 1, 3, 2, 4]",60,78.44082427
18,3.015561054,1.338318936,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1]",90,171.4121945
16,2.709803103,4.03953241,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4]",80,114.7432878
8,1.112714225,4.500185245,5,"[1, 3, 3, 4, 1, 1, 3, 2]",40,39.75829268
8,1.18998909,1.473721504,5,"[2, 4, 1, 3, 3, 2, 4, 1]",40,32.80022144
9,1.389468594,5.8238817,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4]",45,37.39894247
6,0.809468868,3.253985316,5,"[3, 2, 2, 4, 3, 2]",30,8.838938713
19,3.052436468,5.799941827,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1, 3]",95,290.9969976
18,2.776491666,0.797649789,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 1, 1]",90,357.9735842
18,2.838626219,4.418834784,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 1, 1, 2, 2]",90,273.3479977
12,1.706895296,4.152783579,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 2, 2]",60,204.0396125
8,1.028420737,4.464951289,5,"[1, 3, 3, 2, 1, 1, 3, 4]",40,44.01970959
15,2.4011431,2.382667548,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",75,103.5599639
15,2.496082245,2.903285736,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3]",75,35.22630477
14,2.073454014,3.598112675,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 2, 2]",70,215.1815574
0,0.137235888,6.10705725,5,[],0,0.00199914
0,0.113031358,1.409641204,5,[],0,0.002008915
13,2.070381656,0.47884617,5,"[1, 3, 4, 4, 1, 3, 4, 4, 1, 3, 2, 4, 1]",65,86.90557933
16,2.611085071,4.858603192,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1, 2, 2]",80,73.35159183
10,1.447025317,1.944858697,5,"[1, 3, 2, 4, 1, 3, 2, 4, 3, 1]",50,63.47412086
3,0.608751689,5.706648346,5,"[3, 2, 4]",15,0.9062078
7,1.075137696,2.571744908,5,"[4, 1, 2, 2, 4, 1, 2]",35,29.30995941
14,2.134364871,4.435434022,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 0, 2, 4]",70,212.3030763
19,2.980602066,2.985809886,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1, 3, 4, 4, 1, 2]",95,359.3565118
8,1.087931321,4.268760072,5,"[1, 3, 3, 2, 4, 1, 3, 4]",40,33.09343195
10,1.464175627,1.051364127,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1]",50,57.4070611
14,2.325622216,3.492244178,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",70,44.98870182
17,2.673588866,0.225492864,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 2, 1]",85,260.1387906
16,2.57945321,4.176356017,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4]",80,113.5692
11,1.670931684,6.250920452,5,"[2, 4, 1, 3, 2, 4, 4, 1, 3, 4, 1]",55,90.62993693
2,0.310188406,3.063654687,5,"[3, 3]",10,0.263065815
14,2.257651728,3.926087722,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3]",70,130.2730844
6,0.896671235,0.653158625,5,"[4, 1, 3, 2, 0, 1]",30,5.674534321
6,1.166511449,5.159576373,5,"[2, 4, 1, 3, 2, 4]",30,0.886203527
14,2.481784895,1.238041442,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",70,21.0982368
8,1.421150511,3.468568526,5,"[4, 1, 3, 2, 4, 1, 3, 2]",40,2.459542513
9,1.550136936,0.512172698,5,"[1, 3, 2, 4, 1, 3, 2, 4, 4]",45,3.949871778
5,0.65113353,6.169478931,5,"[1, 3, 3, 2, 1]",25,3.975884914
16,2.769586783,4.849485675,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",80,70.31279564
10,1.378637401,1.287286688,5,"[1, 3, 2, 2, 4, 1, 3, 2, 1, 1]",50,82.85440207
3,0.611056789,3.703670846,5,"[1, 3, 2]",15,0.896258354
12,1.982603955,5.102282798,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4]",60,18.22501111
4,0.68116619,2.790988373,5,"[2, 4, 3, 3]",20,2.461534977
18,2.819129566,1.699730878,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 2, 2, 4, 3]",90,342.7840867
19,3.109804057,0.898603008,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 2, 4]",95,256.4012434
6,1.051560926,1.934020882,5,"[1, 3, 2, 4, 1, 3]",30,1.842400074
9,1.327605159,0.313289292,5,"[1, 3, 2, 4, 4, 3, 3, 4, 1]",45,30.03197384
2,0.350378015,4.389527219,5,"[3, 2]",10,0.266058445
3,0.57168562,3.172862631,5,"[1, 3, 3]",15,1.415320396
14,2.196334721,1.17321149,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",70,174.38607
3,0.670267535,3.724378115,5,"[1, 3, 2]",15,0.922204256
5,0.608015107,0.07862858,5,"[1, 3, 3, 2, 1]",25,4.387974739
9,1.446050577,0.28080977,5,"[1, 3, 2, 4, 1, 3, 2, 4, 0]",45,13.62613344
10,1.622969934,1.875397417,5,"[1, 3, 3, 4, 1, 3, 2, 4, 1, 3]",50,39.16676664
13,2.313740618,2.962391928,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",65,9.732144356
3,0.697754932,2.272613938,5,"[4, 1, 3]",15,0.90719223
18,2.820100595,5.011342809,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 4, 3, 3, 2]",90,331.2334387
10,1.419875006,2.220259964,5,"[1, 3, 4, 4, 1, 3, 2, 4, 1, 2]",50,98.01159954
17,2.898205295,5.818844321,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1]",85,161.2238631
0,0.192753252,3.295105823,5,[],0,0.001992941
18,2.862746171,2.020381534,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1]",90,286.4305663
2,0.362345363,3.101464335,5,"[3, 3]",10,0.756174088
7,1.145839514,5.548414332,5,"[2, 4, 4, 1, 3, 2, 4]",35,13.02486253
5,0.851193185,5.924775711,5,"[1, 3, 3, 2, 4]",25,6.740489244
0,0.059604459,1.404467298,5,[],0,0.002000093
7,1.09996492,2.31365683,5,"[4, 1, 2, 2, 4, 1, 3]",35,5.50821352
8,1.142803507,1.388938618,5,"[2, 4, 1, 3, 3, 2, 4, 1]",40,28.45127869
18,3.013137466,5.260145864,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 2]",90,166.7710366
6,0.926091077,6.240880964,5,"[4, 1, 3, 2, 2, 4]",30,10.88639879
5,0.733363143,1.098625275,5,"[1, 3, 4, 4, 1]",25,3.395747423
6,0.888154583,4.268350577,5,"[2, 4, 4, 1, 3, 2]",30,6.889518023
17,2.812315091,6.180906329,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 4]",85,103.6478417
9,1.132032169,6.036821858,5,"[1, 3, 3, 2, 1, 1, 3, 4, 1]",45,61.29963064
9,1.439475899,1.71615472,5,"[3, 2, 4, 1, 3, 2, 4, 4, 1]",45,18.72461963
12,1.911153842,4.658833005,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 1]",60,74.82148886
3,0.575309425,4.358138122,5,"[1, 3, 4]",15,1.81645155
19,3.126225553,0.006912831,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 2, 4]",95,258.3170612
2,0.532842951,0.838670534,5,"[4, 1]",10,0.093021154
8,1.246051266,0.808467389,5,"[2, 4, 4, 1, 3, 2, 4, 1]",40,15.75546479
18,2.947655954,3.564084426,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2]",90,223.8301475
2,0.461614526,0.529879672,5,"[4, 1]",10,0.097022057
18,2.82880527,2.078855399,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 4, 1]",90,318.2975075
16,2.589095394,1.407294687,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 1, 1]",80,75.38461375
16,2.501739793,0.771869778,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 1, 3]",80,199.2090559
7,1.31584754,0.483476112,5,"[2, 4, 1, 3, 2, 4, 1]",35,1.106243372
9,1.655424234,3.626972533,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2]",45,3.179700375
15,2.652414993,0.199152172,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 4]",75,36.20498443
13,1.952463934,2.246649273,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1]",65,127.0970101
14,2.346652473,1.312148978,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",70,20.42150021
17,2.927982795,3.326205349,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 3]",85,112.5291076
16,2.308978431,4.084980228,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 2, 2]",80,405.6749234
5,0.865657583,5.6694287,5,"[4, 1, 3, 2, 1]",25,5.614519835
16,2.629846135,4.164452224,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 2, 2]",80,108.171267
14,2.326804397,1.276286659,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3]",70,24.19233608
16,2.798829244,1.524777545,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1]",80,66.38376951
3,0.62496362,3.884355436,5,"[1, 3, 2]",15,0.90519166
9,1.688128076,0.483845806,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1]",45,3.255717039
19,3.078441809,5.45615703,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1, 3]",95,299.1372736
19,3.032396877,3.477922075,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 4, 3, 3]",95,321.2595787
3,0.547867633,2.511467464,5,"[4, 1, 3]",15,0.886195183
14,2.457895768,3.545286239,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",70,50.36349297
2,0.438081802,6.281232766,5,"[4, 4]",10,0.829174995
4,0.737878272,3.739829457,5,"[4, 1, 3, 2]",20,1.095240831
12,1.961447516,5.304107124,5,"[1, 3, 4, 4, 1, 3, 4, 4, 1, 3, 2, 4]",60,81.70850039
18,2.995067951,5.226247858,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2]",90,188.0669959
11,1.722891619,2.370164265,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3]",55,41.78221607
14,2.185577832,1.055442278,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",70,174.7465482
18,2.954714288,5.770039288,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 1, 1, 3, 2]",90,277.4358413
9,1.124849851,3.174922644,5,"[2, 4, 1, 1, 3, 4, 1, 3, 0]",45,79.1512084
13,2.127712705,2.576582896,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3]",65,162.4361675
19,2.992130424,2.745983511,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 2, 2, 4, 3, 3]",95,379.1423252
18,2.97768974,0.706387854,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1, 2, 2, 1, 1]",90,193.962357
13,2.377737742,3.271089769,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3]",65,13.93207312
13,1.929380043,6.156619838,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 3]",65,177.3081627
9,1.25713725,5.925862176,5,"[1, 3, 2, 2, 4, 1, 3, 4, 4]",45,58.67822528
13,2.047542544,3.102220142,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 0, 2]",65,63.31132674
10,1.4291841,2.114525393,5,"[1, 3, 4, 4, 1, 3, 2, 4, 3, 3]",50,98.49244833
9,1.694797957,3.661162122,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2]",45,3.216717482
1,0.297830331,2.835126692,5,[3],5,0.014003754
2,0.485649896,0.456031286,5,"[4, 1]",10,0.096020937
18,2.993752955,0.846807612,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1]",90,171.2152171
4,0.615384743,2.617960427,5,"[2, 4, 1, 2]",20,2.929637671
5,0.875355973,6.277781448,5,"[1, 3, 3, 4, 4]",25,7.415636301
15,2.482552642,2.838976669,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1, 2]",75,60.28191447
12,2.096733141,0.55048788,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",60,37.67730355
18,2.95264395,5.462779781,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 1, 1, 3, 2]",90,265.2829235
17,2.693711861,5.57928578,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1, 2, 2, 1]",85,209.4937973
15,2.388134847,5.534776498,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2]",75,124.8455164
0,0.004892425,2.066319732,5,[],0,0.001992702
2,0.447446244,5.230717371,5,"[2, 4]",10,0.10102272
17,2.643062961,0.317348777,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1, 3, 2, 4]",85,296.2376699
17,2.602950341,2.476966077,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 2]",85,346.499136
14,2.1512138,0.77963237,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4]",70,106.9897025
7,1.127585222,5.689098236,5,"[2, 4, 4, 1, 3, 2, 4]",35,13.56598926
14,2.310109755,4.619884725,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4]",70,27.68009996
5,0.899420643,0.44768937,5,"[1, 3, 3, 4, 1]",25,3.480766535
0,0.183175721,6.125030601,5,[],0,0.002000093
1,0.292305437,3.65108681,5,[2],5,0.016003609
1,0.308644381,4.268066386,5,[2],5,0.014002323
15,2.594900924,3.457166127,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1, 3]",75,57.05213571
10,1.605310472,2.204797796,5,"[1, 3, 4, 4, 1, 3, 2, 4, 1, 3]",50,28.04366136
5,0.871690734,1.971678252,5,"[3, 2, 4, 1, 3]",25,1.547341108
6,0.834978788,1.350156323,5,"[1, 1, 2, 2, 4, 1]",30,9.421075821
3,0.615014372,3.420704965,5,"[1, 3, 3]",15,1.384313583
2,0.453642249,4.480874339,5,"[2, 2]",10,0.8462255
11,1.730041577,2.459246566,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3]",55,39.16864038
19,3.130818758,4.689735633,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1, 3]",95,296.6192496
14,2.26241139,1.463290324,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 0]",70,65.81281376
18,3.032096213,5.000662902,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2]",90,186.0243609
16,2.546678512,3.978795537,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",80,152.9149845
0,0.064489879,5.836949612,5,[],0,0.002007246
8,1.364377621,3.607822177,5,"[4, 1, 3, 2, 4, 1, 3, 3]",40,3.131691217
11,1.750093158,2.863645728,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3]",55,101.7608395
19,3.134550272,0.136327655,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 2, 4]",95,257.0919352
7,1.126880801,0.431047099,5,"[2, 4, 1, 3, 2, 2, 1]",35,3.615789413
14,1.934945055,4.651032075,5,"[2, 4, 1, 3, 2, 4, 4, 1, 3, 2, 4, 3, 2, 2]",70,281.4843647
11,1.707412543,6.197785001,5,"[2, 4, 1, 3, 2, 4, 4, 1, 3, 4, 1]",55,95.96295619
19,3.136548664,5.015921634,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1, 3]",95,297.7899883
2,0.43241613,5.568935452,5,"[2, 4]",10,0.100020885
10,1.354516578,4.639618429,5,"[2, 4, 1, 3, 3, 2, 4, 3, 3, 4]",50,85.36564279
13,2.113515003,6.227331875,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 0]",65,46.26110268
1,0.236181921,3.984928307,5,[2],5,0.014002085
19,3.10142405,5.322806646,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1, 3]",95,299.5014069
6,0.943196382,1.04716359,5,"[1, 3, 3, 2, 4, 1]",30,9.710119963
2,0.446157753,1.52163777,5,"[1, 1]",10,0.880191565
19,3.128645753,3.522901661,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4, 1, 3]",95,291.9083781
7,1.180250109,3.981182287,5,"[1, 3, 4, 4, 1, 3, 2]",35,6.824490309
