Case,gate lenght,Theta,Phi,dt,combination,total time,computing time
case755,24,2.449849485,2.273080898,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 2]",72,225.8312712
case756,1,0.246105878,4.170785646,3,[2],3,0.016999245
case757,24,2.557129207,2.28768416,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3]",72,103.0490737
case758,0,0.172404491,0.962097372,3,[],0,0.001998425
case759,25,2.28933315,3.547554394,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 4, 3, 4]",75,974.9797711
case760,5,0.616272821,3.882838045,3,"[1, 3, 3, 2, 2]",15,2.122503281
case761,29,3.054432284,1.982687332,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4]",87,135.8463008
case762,22,2.220511743,4.012552959,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 0, 2]",66,186.3454173
case763,17,1.528218998,5.669683322,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 1, 0]",51,506.6880312
case764,27,2.989540835,5.256569698,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4]",81,109.1191368
case765,22,2.030805782,0.707301708,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 4, 4, 3, 3]",66,661.159462
case766,15,1.636855224,5.434915853,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4]",45,28.31064367
case767,8,0.868232303,3.675165856,3,"[2, 4, 4, 1, 1, 3, 3, 2]",24,8.913983583
case768,0,0.154359171,5.166534015,3,[],0,0.001988888
case769,13,1.387333001,3.410847966,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2]",39,24.79341817
case770,23,2.306279004,2.378013458,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3]",69,232.8588803
case771,23,2.178607911,4.860594267,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 3]",69,491.2978475
case772,16,1.769896796,0.185327185,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1]",48,33.1291461
case773,23,2.542798392,4.893610354,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4]",69,79.22633314
case774,3,0.508604142,0.963024539,3,"[4, 1, 1]",9,0.204118729
case775,28,3.032835973,5.615002361,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4]",84,115.4143715
case776,14,1.4285473,4.48475796,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 2]",42,34.25141311
case777,18,1.794337136,3.435999336,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 0, 2]",54,104.8391197
case778,9,0.968900666,1.528674583,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3]",27,12.7786932
case779,18,2.043509398,3.459215077,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2]",54,40.61267591
case780,24,2.099428616,3.314436656,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 4, 4, 1, 3, 1]",72,1351.527889
case781,18,1.718135714,0.295437041,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 2, 4, 3]",54,209.5284092
case782,14,1.365851305,6.160340659,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 0]",42,62.09956837
case783,0,0.076773617,2.773335745,3,[],0,0.00199914
