Case,gate length,Theta,Phi,dt,combination,fidelity,total time,computing time
case11,10,0.617206106,1.826895494,2.62,"[1, 3, 3, 2, 2, 4, 1, 1, 2, 0]",0.99997,26.200000000000003,1.641310691833496
case12,6,0.377521806,0.290693589,5.7,"[4, 4, 1, 0, 1, 4]",0.99997,34.2,25.699865102767944
case13,16,1.283402478,1.459774325,3.51,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 2, 4, 2, 1, 3]",0.99997,56.16,64.69055938720703
case14,43,3.082177203,0.610558989,2.53,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 2, 4, 4, 1]",0.99993,108.78999999999999,123.71424460411072
case15,31,1.86511671,3.88218528,2.93,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 4]",0.99993,90.83,148.84223747253418
case16,26,2.12464157,0.00567458,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 3, 2, 0, 4]",0.99992,67.60000000000001,1.8743209838867188
case17,27,2.263142633,3.498678928,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4]",0.99999,70.2,9.53600263595581
case18,23,1.603168528,0.564354129,3.05,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 0, 1, 0, 2, 2, 4, 1]",0.99998,70.14999999999999,59.2586133480072
case19,42,3.03492267,2.9340647,2.54,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 1, 0, 0, 0, 0, 2, 4, 1, 3, 3]",0.99995,106.68,110.24454736709595
case20,9,0.633273567,1.564209378,4.72,"[2, 4, 4, 1, 1, 3, 2, 1, 2]",0.99991,42.48,37.89514899253845
case21,18,1.328893536,3.74220434,2.58,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 1, 1, 2]",0.99999,46.44,1.349747657775879
case22,14,1.082567864,5.565628689,3.69,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 0, 3, 2, 4, 2]",0.99993,51.66,53.602951765060425
case23,26,2.018447227,0.745833319,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 0, 0, 2]",0.99997,67.60000000000001,0.0863196849822998
case24,42,3.040389827,6.120970001,2.54,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 2, 0, 0, 0, 0, 1, 2, 2, 2, 4]",0.99992,106.68,105.67589163780212
case25,10,0.846858629,3.154884666,2.65,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 0]",0.99996,26.5,1.29376220703125
case26,34,2.630886652,5.547109842,2.68,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 0, 1, 0, 3, 2, 2]",0.99993,91.12,74.34269690513611
case27,32,2.607677909975988,2.8884419793570726,2.7,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 0, 4, 2, 1, 1, 3]",0.99995,86.4,75.77549529075623
case28,8,0.605990057,1.225083874,4.62,"[4, 4, 1, 1, 3, 0, 1, 0]",0.99997,36.96,38.51170587539673
case29,7,0.535364222,1.773784477,5.34,"[4, 1, 1, 3, 0, 2, 3]",0.99992,37.379999999999995,29.114286422729492
case30,19,1.387575929,5.987568574,2.55,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 3, 0, 2, 4]",0.99997,48.449999999999996,1.3604974746704102
case31,30,1.8771404223218584,6.209712492078812,3.05,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 4, 1]",0.99997,91.5,139.9800889492035
case32,2,0.24480296,4.90991988,3.3,"[2, 4]",1.0,6.6,1.3731272220611572
case33,24,1.618413402,2.602763002,2.92,"[3, 3, 2, 2, 4, 4, 1, 3, 2, 2, 2, 2, 4, 4, 1, 1, 3, 3, 0, 0, 4, 1, 1, 3]",0.99992,70.08,69.00842237472534
case34,36,2.772731543,0.068412412,2.62,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 0, 0, 1, 0, 2, 2, 4]",0.99991,94.32000000000001,82.37323784828186
case35,43,3.071605476,5.303768086,2.53,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 2, 0, 0, 0, 0, 0, 0, 0, 3, 2, 2, 4]",0.99997,108.78999999999999,124.17850661277771
case36,6,0.36860482,0.739135567,5.51,"[4, 1, 1, 4, 0, 4]",0.99997,33.06,20.586992979049683
case37,41,2.893727422,3.251338674,2.54,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 1, 1, 3, 0, 0, 2, 2, 4, 4, 1]",0.99995,104.14,86.79946231842041
case38,32,2.368089264,5.228595448,2.74,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 1, 0, 0, 0, 0, 0, 2]",0.99996,87.68,67.30855321884155
case39,18,1.296747813,0.195481659,3.25,"[2, 4, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 2, 0, 4, 4, 1]",0.99992,58.5,67.6269633769989
case40,31,2.299512171,4.44379985,2.83,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 3, 4, 1, 1, 3, 3, 2]",0.99994,87.73,58.85156583786011
case41,32,2.323463928,4.961699806,2.8,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 0, 4, 1, 0, 1, 0, 2, 0]",0.99994,89.6,56.789539098739624
case42,16,1.28037171,3.151051186,3.54,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 1, 3, 3, 2]",0.99998,56.64,51.45613193511963
case43,8,0.580280164,1.295492081,4.66,"[4, 4, 1, 1, 3, 0, 0, 3]",0.99991,37.28,38.42600965499878
case44,4,0.438538277,5.904040513,3.28,"[2, 2, 4, 4]",0.99999,13.12,1.4125566482543945
case45,22,1.542118016,4.171671616,4.33,"[2, 2, 4, 4, 1, 1, 3, 2, 4, 4, 4, 4, 1, 1, 3, 3, 2, 4, 0, 1, 3, 2]",0.99996,95.26,59.58222436904907
case46,16,1.080885634,4.963986137,3.35,"[2, 4, 4, 4, 1, 1, 3, 3, 2, 2, 4, 0, 1, 2, 4, 4]",0.99991,53.6,62.78527092933655
case47,18,1.339962021,1.514695983,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 1, 1, 0, 2]",1.0,46.800000000000004,0.004103660583496094
case48,34,2.4771716,4.7756673,2.66,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 0, 0, 0, 1, 0, 2, 0]",0.99992,90.44,78.91727375984192
case49,10,0.718932335,2.956196752,2.71,"[3, 3, 2, 2, 4, 1, 0, 3, 0, 2]",0.99993,27.1,4.862842321395874
case50,23,1.806300861,6.083598642,3.04,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 2, 2, 0, 4, 4]",0.99998,69.92,61.74250769615173
case51,49,1.6301838254793397,3.629860689790136,2.75,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 3, 2, 2, 1, 1, 1, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 1, 3, 2]",0.99991,134.75,353.1638152599335
case52,49,2.971560423,0.192099303,2.58,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 3, 0]",0.99992,126.42,190.58710384368896
case53,31,2.394692145,6.210366629,2.75,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 0, 1, 0, 2, 4, 4]",0.99992,85.25,68.68169069290161
case54,7,0.521778088,2.620857274,5.33,"[1, 1, 3, 2, 4, 4, 4]",0.99998,37.31,30.020382404327393
case55,24,1.780598446037663,0.8598951574512397,2.93,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 0, 2, 4, 1, 1, 2]",0.99996,70.32000000000001,72.32869458198547
case56,4,0.263058758,2.442724016,6.0,"[2, 2, 1, 4]",0.99992,24.0,9.87244725227356
case57,36,2.7730381,1.752860594,2.62,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 0, 0, 2, 0, 4, 4, 4]",0.99994,94.32000000000001,82.05366015434265
case58,5,0.309027722,2.763942238,6.0,"[3, 2, 0, 0, 1]",0.99991,30.0,12.088188648223877
case59,18,1.479746901,3.883876032,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 0, 3]",0.99994,46.800000000000004,0.004003763198852539
case60,36,2.954987576,3.313301282,2.56,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 1, 1, 0, 0, 0]",0.99996,92.16,43.833017349243164
case61,33,1.623364732,4.747614436,2.73,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 4, 1, 3]",0.99995,90.09,191.03190398216248
case62,8,0.586422473,0.4411003,4.73,"[2, 4, 4, 1, 0, 0, 0, 4]",0.99997,37.84,38.95202159881592
case63,8,0.6433198036254539,5.287585267672501,4.79,"[3, 2, 2, 4, 4, 1, 4, 4]",1.0,38.32,37.84682846069336
case64,8,0.56746878,2.725992968,4.6,"[1, 1, 3, 3, 3, 1, 0, 3]",0.99998,36.8,36.85473418235779
case65,23,1.581052871,0.628379221,3.07,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 3, 3, 3, 4, 4, 1]",0.99997,70.61,62.2422661781311
case66,35,2.713065862,3.482315845,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 0, 0, 1, 1, 4, 1, 3]",0.99991,91.0,89.03711986541748
case67,23,1.724044673,1.42468192,3.06,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 0, 0, 1, 1, 3]",0.99993,70.38,57.71867394447327
case68,33,2.533293616,2.6742716,2.69,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 0, 0, 0, 1, 0, 1]",0.99999,88.77,78.55242490768433
case69,4,0.2122304815989394,1.462148295347952,1.72,"[1, 1, 3, 1]",0.99995,6.88,13.341310977935791
case70,18,1.326789262,2.906124469,2.56,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 3, 0, 1, 2]",0.99994,46.08,1.9889843463897705
case71,24,1.7757538473141394,0.7920854016815273,2.92,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 0, 2, 4, 1, 3, 3]",0.99995,70.08,97.11880993843079
case72,41,2.738568622,5.986426437,2.58,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 0, 2, 2, 0, 0, 0, 1, 4, 3, 2, 4]",0.99991,105.78,124.77225852012634
case73,18,1.670773702,0.719103439,2.59,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",0.99997,46.62,14.325932741165161
case74,27,2.120960594,4.85445242,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 0, 3, 3, 2]",0.99999,70.2,4.93383002281189
case75,13,1.05773823,4.569893233,4.0,"[2, 4, 4, 1, 1, 3, 3, 2, 0, 3, 3, 3, 2]",0.99998,52.0,52.81356644630432
case76,9,0.579839071,4.856026319,2.75,"[2, 4, 4, 1, 3, 2, 2, 4, 0]",0.99991,24.75,1.8187973499298096
case77,18,1.43947717,2.926838111,2.56,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 1, 3]",0.99995,46.08,1.5476183891296387
case78,27,2.468575585,3.128912477,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 3, 2]",0.99997,70.2,0.22280430793762207
case79,9,0.604393505,0.22132423,4.3,"[2, 2, 4, 4, 1, 0, 0, 1, 4]",0.99995,38.699999999999996,66.89649558067322
case80,7,0.337102151,6.061115276,4.3,"[4, 4, 1, 2, 2, 3, 2]",0.99991,30.099999999999998,42.62001180648804
case81,13,1.201261545,3.418711772,2.66,"[1, 3, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",0.99992,34.58,1.6646299362182617
case82,18,1.5011172529832542,4.322543575098413,2.65,"[2, 2, 4, 4, 1, 1, 3, 2, 4, 4, 4, 4, 1, 1, 3, 3, 2, 2]",0.99993,47.699999999999996,1.7654087543487549
case83,1,0.206322736,2.509165271,6.0,[3],0.99999,6.0,1.526803731918335
case84,41,3.060322127,1.151999092,2.56,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 0, 0, 0, 0, 2, 2, 4, 2, 4]",0.99994,104.96000000000001,143.6682677268982
case85,31,2.357650827,5.957059889,2.74,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 0, 0, 2, 0, 2, 0]",0.99994,84.94000000000001,87.69114375114441
case86,32,2.478111194,5.317996868,2.71,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 0, 1, 1, 3, 2, 4]",0.99992,86.72,94.30575156211853
case87,32,2.48208106,2.87954568,2.72,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 0, 2, 0, 1, 0, 3]",0.99998,87.04,93.16763043403625
case88,42,3.045008101,1.870718995,2.54,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 1, 0, 0, 0, 0, 0, 2, 1, 4, 1, 1]",0.99991,106.68,159.58497714996338
case89,12,0.926658089,1.200616542,5.87,"[1, 1, 3, 3, 2, 2, 4, 1, 3, 3, 4, 1]",0.99995,70.44,35.5810227394104
case90,26,2.163718105,1.349915521,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 0, 0, 3, 3]",1.0,67.60000000000001,0.5357310771942139
case91,33,2.682960455,3.824292192,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 4, 1, 3, 3]",0.99992,85.8,2.1136181354522705
case92,36,2.917790245,1.653655562,2.51,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 2, 4, 4, 1, 1]",0.99994,90.35999999999999,46.09921050071716
case93,7,0.48742196,2.858196105,5.75,"[1, 1, 3, 3, 2, 3, 3]",0.99991,40.25,28.582082271575928
case94,11,0.67590355,0.375218553,2.65,"[4, 4, 1, 1, 3, 3, 2, 0, 1, 3, 1]",0.99998,29.15,1.842585563659668
case95,33,2.800983244,1.394912597,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 2, 4, 1]",0.99995,85.8,0.08622479438781738
case96,16,0.997984009,5.880888699,3.19,"[4, 4, 1, 1, 3, 3, 2, 2, 2, 2, 4, 3, 2, 2, 0, 1]",0.99994,51.04,74.18295860290527
case97,14,1.11489285,3.190203553,3.7,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 1, 1, 3, 4]",0.99995,51.800000000000004,51.9671471118927
case98,4,0.2877356506442308,3.6017984732928805,6.0,"[2, 3, 3, 3]",0.99993,24.0,9.013973236083984
case99,33,2.736281115,5.265002357,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 3, 1, 2, 2]",0.99999,85.8,0.011989593505859375
case100,35,2.653176615,5.577119712,2.5,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 1, 1, 2, 2, 2, 2]",0.99995,87.5,30.454955577850342
