gate length,Theta,Phi,dt,combination,total time,computing time
28,2.653240565,4.944319716,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 1]",72.8,47.41304064
0,0.022291208,2.13295461,2.6,[],0,0.015712976
10,0.883831172,1.520052348,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 1]",26,6.600132704
4,0.396923753,5.949969287,2.6,"[2, 2, 4, 4]",10.4,0.959409237
32,3.046665802,5.444294614,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 2]",83.2,38.25141382
32,3.078732533,6.09503676,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2]",83.2,32.38624668
27,2.525731536,3.510889136,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2]",70.2,19.71496892
4,0.561291362,5.560282426,2.6,"[2, 2, 4, 4]",10.4,0.90733552
18,1.425642096,0.118577459,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 4, 0, 1, 4]",46.8,113.9505708
32,2.877778244,3.513165628,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 3]",83.2,106.4584486
2,0.298896256,2.436421706,2.6,"[3, 3]",5.2,0.081667423
26,2.08873723,2.531879232,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 1, 4, 3, 1, 1]",67.6,741.3387399
19,1.490864009,0.282843212,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 1, 3, 3, 2, 3, 2, 2, 4, 4, 1]",49.4,508.4607232
18,1.351867174,2.769085166,2.6,"[3, 3, 2, 2, 4, 4, 1, 3, 2, 2, 2, 2, 4, 1, 1, 1, 0, 3]",46.8,404.4284859
1,1.113533275,0.931549592,2.6,[-1],2.6,3330.84073
1,1.636440097,2.863275793,2.6,[-1],2.6,3290.159844
32,2.764989028,0.366544825,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 2, 2, 4]",83.2,272.317503
33,2.971560423,0.192099303,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 2]",85.8,130.836226
3,0.430048334,2.168239866,2.6,"[1, 3, 3]",7.8,1.178734541
26,2.033608827,2.325761966,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 1, 1, 2, 3, 0]",67.6,1947.718876
9,0.680638968,0.772081237,2.6,"[1, 1, 3, 3, 2, 4, 1, 1, 1]",23.4,15.71381235
1,1.769171752,5.660674884,2.6,[-1],2.6,3216.563067
11,0.975828574,1.173508412,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 4, 4, 1]",28.6,45.40246892
26,2.610835474,6.092395467,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",67.6,17.4408052
10,0.737187695,3.005930189,2.6,"[3, 3, 2, 2, 4, 1, 3, 3, 2, 2]",26,54.58133483
10,0.64615514,3.755735209,2.6,"[3, 2, 2, 4, 4, 1, 3, 0, 2, 4]",26,53.55173993
18,1.657321826,5.585350685,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4]",46.8,13.62016344
32,3.089504036,1.279901765,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4]",83.2,32.09149814
18,1.658347154,0.108782295,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4]",46.8,12.31373835
10,0.979081232,5.585896678,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4]",26,4.186778069
19,1.683202565,0.164164258,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4]",49.4,39.24248719
1,1.142244604,2.458548636,2.6,[-1],2.6,3146.696853
1,1.130086002,3.047383183,2.6,[-1],2.6,3404.185794
19,1.386308369,3.624132229,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 3, 2, 2, 1, 1, 1, 3, 0, 2]",49.4,883.2829814
1,1.682912238,1.917873592,2.6,[-1],2.6,3330.247002
1,1.82117664,0.990832185,2.6,[-1],2.6,3243.88532
10,0.939096667,5.8630101,2.6,"[4, 4, 1, 1, 3, 3, 2, 4, 1, 1]",26,25.30971694
4,0.556530434,5.328485467,2.6,"[2, 2, 4, 4]",10.4,1.935706615
18,1.740292046,4.48178494,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",46.8,9.704027414
1,1.688672587,2.009254066,2.6,[-1],2.6,3422.658929
1,1.739168919,2.707493634,2.6,[-1],2.6,3377.457832
0,0.145377668,3.112671006,2.6,[],0,0
19,1.588447116,4.859943867,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 1, 4]",49.4,59.51676226
33,3.009633567,4.394973674,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 3]",85.8,157.6553211
1,1.980370631,6.185678159,2.6,[-1],2.6,3251.729798
33,2.873357524,1.290329918,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 4]",85.8,243.148963
33,2.662818385,3.776850646,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 1, 4, 0, 3]",85.8,1289.022816
32,3.059527132,6.009047606,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2]",83.2,31.72898173
33,2.786931711,5.107882775,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 1, 2]",85.8,313.0369453
33,2.658931548,3.623129126,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 0, 1, 4, 0, 3]",85.8,1222.759819
1,2.041387411,0.067059002,2.6,[-1],2.6,3179.484217
26,2.196377739,6.073753723,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 1, 3]",67.6,167.5335107
18,1.750121135,4.504340806,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",46.8,9.959272861
0,0.026817826,4.544404706,2.6,[],0,0.015632868
10,0.718932335,2.956196752,2.6,"[3, 3, 2, 2, 4, 4, 1, 3, 2, 2]",26,47.95500255
