Case,gate lenght,Theta,Phi,dt,combination,total time,computing time
case3703,16,2.6691487425436415,1.8129873821327975,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1]",80,71.6392593383789
case3704,4,0.7139660323324492,1.7885002603688496,5,"[2, 4, 1, 1]",20,1.944429874420166
case3705,10,1.4798129127172164,4.269357531288035,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2]",50,77.49987268447876
case3706,13,2.0745759765621785,2.16640333328308,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",65,63.36936664581299
case3707,8,1.4455426116527,5.0594322449816165,5,"[1, 3, 2, 4, 1, 3, 2, 4]",40,3.102684259414673
case3708,9,1.384871218644734,6.03070763488093,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4]",45,54.959789514541626
case3709,15,2.610593965881217,5.987276051429874,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4]",75,30.00961971282959
case3710,1,0.26280128476849574,5.524625084262682,5,[4],5,0.017012357711791992
case3711,12,2.028685726691248,4.647477626325741,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4]",60,15.963513374328613
case3712,8,1.2698633684340332,4.67398547455807,5,"[1, 3, 2, 4, 4, 3, 3, 2]",40,34.31015872955322
case3713,18,2.8602684790831105,4.623483046596116,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 3, 4]",90,224.4115014076233
case3714,10,1.6037698665589144,4.748037550193922,5,"[2, 4, 1, 3, 2, 4, 4, 1, 3, 4]",50,60.49087071418762
case3715,0,0.03347613785273226,1.7722673923464056,5,[],0,0.0019989013671875
case3716,13,2.205615351255393,2.343267698683461,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",65,42.871596813201904
case3717,5,0.8580427981381054,0.5478829303287686,5,"[1, 3, 3, 4, 1]",25,3.412752866744995
case3718,8,1.105993098107955,4.225748703033209,5,"[1, 3, 3, 2, 4, 1, 2, 2]",40,31.31812024116516
case3719,19,3.063684730892858,3.620404958082554,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4, 1, 3]",95,291.2456820011139
case3720,3,0.5113796185982294,1.6766678524009122,5,"[4, 1, 1]",15,1.4343068599700928
case3721,12,1.7307945761259953,4.218426148293411,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2]",60,175.18582248687744
case3722,14,2.4379977370722505,5.034152767235379,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",70,34.65064287185669
case3723,19,2.9920062222226287,6.253627583000456,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 4, 3, 3, 4, 4]",95,329.12598395347595
case3724,2,0.3893418502776442,3.829141326941615,5,"[3, 2]",10,0.09702253341674805
case3725,0,0.16661340636389083,3.394312417208815,5,[],0,0.024005651473999023
case3726,0,0.02095896606919879,2.5394241574321312,5,[],0,0.0030007362365722656
case3727,13,1.852131416343491,6.1932992216222225,5,"[1, 3, 2, 4, 4, 3, 3, 4, 1, 1, 2, 2, 4]",65,210.61651754379272
case3728,1,0.2136908924371771,4.025217063502607,5,[2],5,0.013002157211303711
case3729,1,0.30322775010605846,0.630603971581715,5,[1],5,0.013002157211303711
case3730,13,1.9158301320771212,2.696747745188168,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3]",65,186.82948064804077
case3731,6,0.9447672119191405,2.1950666467687756,5,"[1, 3, 2, 4, 4, 3]",30,3.2277042865753174
case3732,8,1.3005880597159403,5.244518980862641,5,"[1, 3, 2, 4, 1, 3, 3, 4]",40,5.552223443984985
case3733,16,2.74890905046207,1.9220841580506702,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 4, 1]",80,118.39457750320435
case3734,7,1.0592574223274709,4.123175211811872,5,"[1, 3, 4, 4, 1, 3, 4]",35,28.406259775161743
case3735,8,1.1024484728074566,4.24704017864374,5,"[1, 3, 3, 2, 4, 1, 2, 2]",40,31.959490299224854
case3736,4,0.7533854739622811,3.466333221511173,5,"[4, 1, 3, 3]",20,2.2444937229156494
case3737,12,1.6314442170952244,4.669659854604697,5,"[1, 3, 2, 4, 4, 1, 2, 4, 4, 1, 2, 4]",60,200.8115918636322
case3738,8,1.279779382754247,5.406700393217734,5,"[1, 3, 4, 4, 1, 3, 2, 4]",40,7.376236438751221
case3739,15,2.5208360214049654,0.46435292987326765,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 4]",75,89.2420585155487
case3740,5,0.7149077225857796,0.8930898712228403,5,"[1, 3, 2, 1, 1]",25,4.5160040855407715
case3741,0,0.16763531258501918,3.7654688640523077,5,[],0,0.001992464065551758
case3742,15,2.4365862303040724,6.139590849594847,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 1]",75,59.784982442855835
case3743,10,1.4804399634948309,4.498416346524649,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2]",50,73.80482864379883
case3744,1,0.27235923168820053,1.8323838773713128,5,[3],5,0.15104150772094727
case3745,5,0.6477247980040549,4.644490428259245,5,"[4, 1, 1, 3, 4]",25,3.938868761062622
case3746,17,2.652941829496211,2.4918471032695275,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4, 3, 2]",85,319.22113823890686
case3747,15,2.5246534484965406,2.8938018327654684,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3]",75,35.1881320476532
case3748,12,1.712597024381509,1.4726990506972522,5,"[2, 4, 1, 3, 2, 4, 4, 1, 3, 2, 1, 1]",60,166.77475428581238
case3749,7,1.1012552163116325,4.064028897800642,5,"[1, 3, 4, 4, 1, 3, 2]",35,5.519207954406738
case3750,1,0.27961399651426283,2.6278005589527185,5,[3],5,0.015003442764282227
case3751,10,1.5668298720408294,2.0360474331281915,5,"[1, 3, 2, 4, 1, 3, 2, 4, 4, 1]",50,25.403722524642944
case3752,6,0.9366704972306893,2.249341663513394,5,"[1, 3, 2, 4, 1, 0]",30,5.784266948699951
case3753,17,2.7190618575630094,5.3153817108353225,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 4, 1]",85,335.2852659225464
case3754,11,1.7309792677916467,5.387792968734563,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4]",55,36.63807439804077
case3755,12,1.8899319928499105,1.5293364058699783,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 0, 3]",60,58.033937215805054
case3756,2,0.4267119147611172,4.238145647692695,5,"[3, 2]",10,0.09502100944519043
case3757,13,1.9311762965699453,5.640607034784854,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4]",65,171.7528738975525
case3758,2,0.3608308439152257,1.349262819752235,5,"[1, 1]",10,0.7851719856262207
case3759,18,3.06256225051148,3.9349215497321017,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2]",90,184.04195404052734
case3760,5,0.759835947475747,4.349906575302152,5,"[2, 4, 3, 3, 4]",25,7.419627666473389
case3761,3,0.5548272835776632,0.13606933841242352,5,"[2, 4, 4]",15,1.3803038597106934
case3762,9,1.6662843131032379,0.542227300253184,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1]",45,3.25209641456604
case3763,4,0.7005038106573306,2.359514653141597,5,"[2, 4, 1, 3]",20,1.2465128898620605
case3764,10,1.3308718036441256,3.8848663034657016,5,"[2, 4, 4, 1, 3, 2, 4, 1, 1, 2]",50,120.538978099823
case3765,2,0.4166223710451234,3.9687704963565964,5,"[3, 2]",10,0.09602046012878418
case3766,18,2.8353633825089974,5.312373846653694,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 1, 1, 3, 2]",90,268.98166823387146
case3767,6,0.893894504331922,2.7607452729316617,5,"[3, 2, 2, 4, 1, 3]",30,6.75848913192749
case3768,11,1.939866473766752,5.446275405967145,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4]",55,34.159828424453735
case3769,8,1.2962377276995563,2.1469596379608165,5,"[2, 4, 3, 3, 2, 4, 1, 3]",40,7.491937637329102
case3770,14,2.397228431581023,0.5019256713527496,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",70,43.97114706039429
case3771,0,0.11213554359252512,0.9434948720234335,5,[],0,0.002000570297241211
case3772,11,2.071469948654762,0.38531935880876916,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",55,5.006103515625
case3773,18,2.9538983300412784,5.206561966743576,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2]",90,188.2295160293579
case3774,10,1.5631638950615543,1.5331327224367843,5,"[1, 3, 2, 4, 4, 3, 3, 4, 1, 3]",50,60.309290409088135
case3775,3,0.5673998008894935,5.349976686746973,5,"[3, 2, 4]",15,0.8861949443817139
case3776,18,3.065471224954181,4.712225109220812,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2]",90,189.0479485988617
case3777,13,2.2947746641624684,2.9951558484146092,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",65,9.772434711456299
case3778,14,2.4641846864556216,0.4680645382133063,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",70,44.87565612792969
case3779,8,1.147297172486085,4.675556564285551,5,"[1, 3, 3, 4, 1, 3, 3, 4]",40,32.870243549346924
case3780,11,1.662658754977245,2.695531048494165,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3]",55,58.32185244560242
case3781,12,2.0759200490937797,4.777352821256062,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4]",60,6.449420213699341
case3782,16,2.817505603905176,4.595696911806,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",80,68.82145738601685
case3783,14,1.9435174294718478,4.549874362245214,5,"[2, 4, 1, 3, 2, 4, 4, 1, 3, 2, 1, 3, 2, 2]",70,418.71839904785156
case3784,3,0.6069130172258937,3.460939424539717,5,"[1, 3, 3]",15,1.3863050937652588
case3785,2,0.4521919704819407,3.722171137512206,5,"[3, 2]",10,0.10002279281616211
case3786,2,0.5441430819998286,0.6258446592808968,5,"[4, 1]",10,0.09402108192443848
case3787,16,2.4344705786143948,0.781363576510943,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",80,283.0326495170593
case3788,14,2.141227279187094,3.9249647089974236,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1, 2]",70,127.57311463356018
case3789,2,0.46184401176882106,5.4911429190618914,5,"[2, 4]",10,0.10003042221069336
case3790,10,1.6799873545197097,1.7878842668059456,5,"[1, 3, 3, 4, 1, 3, 2, 4, 1, 3]",50,38.0027711391449
case3791,17,2.5967330611254686,5.527452991445187,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 1]",85,328.89976501464844
case3792,18,2.7792515187766975,4.052361416482719,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 2, 2]",90,378.3216407299042
case3793,19,3.1107799609423963,4.586968383518396,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4, 1, 3]",95,302.54567670822144
case3794,19,3.0876719585514354,0.8927517566962376,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 2, 4]",95,255.65734243392944
case3795,15,2.483659822218734,0.35432501506048286,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 4]",75,35.93791961669922
case3796,15,2.5981104336035608,6.147660835363627,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4]",75,30.25466752052307
case3797,12,2.2278466236308763,4.930517089939397,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4]",60,5.833284854888916
case3798,12,1.83100995653955,4.030005972463275,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3, 2]",60,72.60140991210938
case3799,12,2.0042917937559,4.050256990854022,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3, 2]",60,71.25157237052917
case3800,0,0.13879737249764537,6.011277839650371,5,[],0,0.002007722854614258
case3801,14,1.8877311991904346,4.449328853175303,5,"[2, 4, 1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 2, 4]",70,472.28890323638916
case3802,15,2.3727221427049394,5.610222205170332,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",75,140.5932755470276
case3803,7,0.8986430118415543,5.633767986628566,5,"[2, 4, 4, 1, 3, 0, 4]",35,26.554861545562744
case3804,2,0.5161066996188246,5.308966772204319,5,"[2, 4]",10,0.1000216007232666
case3805,11,1.7502184638635978,2.3066562267661608,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3]",55,30.395042419433594
case3806,4,0.7870342281719939,4.998605329457918,5,"[1, 3, 2, 2]",20,1.6273577213287354
case3807,4,0.7580353268225152,3.4207872893724205,5,"[4, 1, 3, 3]",20,2.222489595413208
case3808,18,3.025333135009166,5.058614301850344,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2]",90,186.83028960227966
case3809,10,1.5684736218376216,1.6831653875257462,5,"[1, 3, 2, 4, 1, 3, 2, 4, 4, 1]",50,32.27211236953735
case3810,7,1.0812839847565425,1.6429692882389957,5,"[4, 1, 3, 3, 2, 4, 3]",35,26.31150221824646
case3811,15,2.531142609902631,5.682646128000353,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",75,81.37193298339844
case3812,8,1.3163432147492928,3.725988611367588,5,"[4, 1, 3, 2, 4, 1, 3, 3]",40,3.6217970848083496
case3813,6,1.0016454785038207,1.4963946881464028,5,"[1, 3, 3, 4, 4, 1]",30,14.172122240066528
case3814,13,1.9368311508681002,5.732349787665869,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4]",65,169.6853964328766
case3815,17,2.761943225843797,0.4606604748312327,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 4]",85,103.1697371006012
case3816,0,0.09686314007063354,1.2097559307790882,5,[],0,0.0020003318786621094
case3817,14,2.3096021074994826,2.024167334096929,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1]",70,34.414584159851074
case3818,1,0.26732494475986046,0.6259200305812831,5,[1],5,0.013003349304199219
case3819,7,1.124400171158626,5.717228480773509,5,"[2, 4, 4, 1, 3, 2, 4]",35,13.499974966049194
case3820,18,3.066788370092286,1.531822584586633,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1]",90,170.8816692829132
case3821,17,2.7404062914541933,3.5431581925644062,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 1, 1, 3]",85,122.9821035861969
case3822,0,0.10587284365416164,3.6945990318109323,5,[],0,0.002992868423461914
case3823,7,0.9186344427708727,5.6695494852331345,5,"[2, 4, 4, 1, 3, 2, 1]",35,28.998899459838867
case3824,14,2.391971172206675,1.3251042196271006,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3]",70,19.635319232940674
case3825,9,1.4227586877234586,6.074063976399069,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4]",45,56.02568697929382
case3826,8,1.2425609005799727,5.667295894315055,5,"[1, 3, 4, 4, 1, 3, 4, 4]",40,41.7015962600708
case3827,7,1.3067504890671469,0.7095514706390947,5,"[2, 4, 1, 3, 2, 4, 1]",35,1.1072361469268799
case3828,18,2.8957070869083728,0.8165510054443428,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1]",90,198.23404812812805
case3829,15,2.49471153628133,1.9873772639600866,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1]",75,142.90540266036987
case3830,19,3.1281694106122577,3.340113985291746,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4, 1, 3]",95,290.3636894226074
case3831,18,2.928735779217205,5.345425492943418,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 1, 1, 3, 2]",90,268.41120743751526
case3832,0,0.17754886353166352,5.689405127461951,5,[],0,0.003000497817993164
case3833,5,0.8136175864696482,6.0940838973905205,5,"[1, 3, 3, 2, 4]",25,6.6864752769470215
case3834,15,2.142847443566506,2.8567686880738896,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 2, 2]",75,501.82470417022705
case3835,17,2.7101481408170462,2.628660350445198,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 1, 1, 2]",85,194.15583276748657
case3836,17,2.8222222364415,5.688701213942337,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4]",85,121.4485855102539
case3837,18,3.0704222247694215,4.617716853945826,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2]",90,188.66374373435974
case3838,3,0.6255601069583488,0.4648212522556777,5,"[2, 4, 1]",15,0.39809632301330566
case3839,13,2.2263076741378334,2.252241290604377,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",65,42.50384211540222
case3840,10,1.5764299917005835,4.614015989369914,5,"[2, 4, 1, 3, 3, 2, 1, 1, 3, 2]",50,91.73243284225464
case3841,11,1.716581486261461,3.188410004181842,5,"[1, 3, 2, 4, 1, 3, 3, 2, 4, 3, 2]",55,98.66987204551697
case3842,19,3.094808330887508,3.6488140606315334,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4, 1, 3]",95,291.2395420074463
case3843,13,1.9397501984005532,3.0574707262217244,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 4]",65,149.78943371772766
case3844,13,1.9393963020122946,2.7853739674002034,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3]",65,141.3693253993988
case3845,2,0.49981216210338947,4.149679130695178,5,"[3, 2]",10,0.17603850364685059
case3846,5,0.6510807999478745,3.122670781483638,5,"[2, 4, 4, 1, 2]",25,3.952444553375244
case3847,0,0.04213683233303428,0.9205528519423101,5,[],0,0.0019927024841308594
case3848,18,2.8371694798128644,2.065320992887977,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 2, 2, 4, 1]",90,297.4485013484955
case3849,11,1.5801208981501627,5.381565974030422,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 3, 4]",55,110.92100191116333
case3850,6,1.0380871610463378,1.042534946495741,5,"[1, 3, 3, 2, 4, 1]",30,10.473613023757935
case3851,10,1.4922105456599446,3.856450374959074,5,"[2, 4, 4, 1, 3, 2, 4, 1, 2, 2]",50,77.58879709243774
case3852,18,2.865514717601041,4.2586907024787095,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 1, 1, 3, 4]",90,254.09967732429504
case3853,11,1.7533250400381017,2.612936569105369,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3]",55,58.49424886703491
case3854,2,0.37146105352070485,0.01759540729581688,5,"[4, 4]",10,0.7731716632843018
case3855,1,0.27485983917875667,2.2661682071253515,5,[3],5,0.015003442764282227
case3856,1,0.3515623240108275,1.0127205088257778,5,[1],5,0.014004230499267578
case3857,12,1.7169353161446632,4.559056395481108,5,"[1, 3, 2, 4, 4, 3, 3, 4, 4, 1, 3, 2]",60,184.24167895317078
case3858,19,3.0516326256728448,3.511345115381827,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4, 1, 3]",95,291.9830939769745
case3859,17,2.907006880051239,3.2295598113041595,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 3]",85,111.42148399353027
case3860,9,1.666749963402574,0.47441053017186935,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1]",45,3.2567298412323
case3861,3,0.5732548699662449,5.282637204409384,5,"[3, 2, 4]",15,0.8821878433227539
case3862,18,2.809645955756578,5.075399901513125,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 4, 3, 3, 2]",90,362.1180634498596
case3863,4,0.8229521976261359,5.576364053074569,5,"[1, 3, 2, 4]",20,1.1132457256317139
case3864,6,0.9721710173124407,0.7931063742381922,5,"[4, 1, 3, 2, 4, 3]",30,8.031788349151611
case3865,0,0.19638235799626033,5.5179776845215995,5,[],0,0.002001523971557617
case3866,7,1.0944157226849496,2.2227357760145736,5,"[4, 1, 3, 2, 4, 1, 0]",35,6.44141960144043
case3867,11,1.8704751695906268,0.32969782630807265,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4]",55,5.96867299079895
case3868,18,2.883607289063299,4.206841784316086,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2]",90,229.99896430969238
case3869,12,1.9347652614144895,4.115395663390158,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3, 2]",60,68.34877610206604
case3870,6,1.0373636155061767,5.086867320070753,5,"[2, 4, 1, 3, 2, 4]",30,1.7453947067260742
case3871,12,1.730613900100576,1.2120651141409122,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4, 1]",60,173.10879349708557
case3872,15,2.5566528758666767,6.033474027358495,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4]",75,30.019644498825073
case3873,10,1.6322561343160857,3.8392473841946697,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2]",50,28.89676070213318
case3874,13,1.9825516289301544,3.0713681395004846,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 2, 2]",65,105.9538803100586
case3875,6,1.0780550713340733,4.969828010847811,5,"[2, 4, 1, 3, 2, 2]",30,2.524559497833252
case3876,14,2.2204101761941515,5.028817941277916,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",70,118.11643695831299
case3877,5,0.9177216079764932,0.872404763514874,5,"[1, 3, 4, 4, 1]",25,4.262939691543579
case3878,7,1.0741098662958775,5.995914951617025,5,"[2, 4, 4, 1, 3, 2, 1]",35,35.0751531124115
case3879,17,2.631656850293948,0.6486707037746523,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1, 3, 2, 4]",85,288.3736779689789
case3880,5,0.61513885475364,1.0408565098528941,5,"[1, 3, 4, 4, 3]",25,4.769042491912842
case3881,0,0.026103459986974362,1.6974873726099458,5,[],0,0.0019998550415039062
case3882,10,1.5926931638497333,4.405623296261364,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2]",50,78.01308226585388
case3883,12,1.6693546638094188,0.6205968005300381,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 3]",60,234.10553097724915
case3884,14,2.0648937060191193,1.0033993977368232,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",70,250.21201252937317
case3885,18,2.8432797538138863,2.10167397577142,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 2, 2, 4, 1]",90,294.5339698791504
case3886,13,2.1008280265783577,5.708863988042457,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4]",65,75.70311212539673
case3887,8,1.3304183036072226,1.0155427667126529,5,"[2, 4, 4, 1, 3, 2, 4, 1]",40,17.517214059829712
case3888,10,1.5518679310377457,4.862966812388655,5,"[2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",50,41.26710247993469
case3889,5,0.9111173771120219,5.341450145956525,5,"[4, 1, 3, 2, 4]",25,1.2902846336364746
case3890,17,2.730534914883068,6.140626744199904,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4]",85,120.8137481212616
case3891,15,2.5655471429048164,3.0704976012277485,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3]",75,35.28878355026245
case3892,10,1.569567596548335,1.0528175152433707,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1]",50,44.172871351242065
case3893,14,2.0236609642060612,4.1816288178599965,5,"[2, 4, 1, 3, 3, 2, 4, 3, 3, 4, 4, 1, 3, 2]",70,260.0823700428009
case3894,3,0.6680874528665537,2.154919402948704,5,"[4, 1, 3]",15,0.9122011661529541
case3895,18,2.951090488526446,5.8293357191494595,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 3, 2]",90,301.74738121032715
case3896,3,0.4775513928238362,1.1645506839674424,5,"[2, 4, 3]",15,2.2875051498413086
case3897,10,1.5005170355760888,4.111477805992231,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2]",50,69.45472812652588
case3898,4,0.7835129212685507,5.281550945341681,5,"[1, 3, 2, 4]",20,1.1072518825531006
case3899,2,0.43156056411418287,6.007253739277068,5,"[4, 4]",10,0.8391845226287842
case3900,12,2.010844362569069,5.1860028929041055,5,"[1, 3, 4, 4, 1, 3, 4, 4, 1, 3, 2, 4]",60,81.5890007019043
case3901,13,1.9032433595292482,2.784897336370121,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3]",65,213.44037103652954
case3902,5,0.6826806367667673,0.058643062569426446,5,"[1, 3, 2, 2, 4]",25,5.13843035697937
case3903,16,2.6590056639015147,4.486807870870821,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",80,67.04791498184204
case3904,15,2.579238398290072,5.966149112165321,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4]",75,30.105633020401
case3905,13,2.054760698824412,2.60316722304583,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3]",65,154.14099216461182
case3906,9,1.407743838917999,3.3108579139986394,5,"[2, 4, 1, 3, 2, 2, 4, 1, 2]",45,59.48465061187744
case3907,11,1.7701163369913666,2.6714387489494573,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3]",55,60.61992430686951
case3908,7,1.1026537823100235,2.479155414455925,5,"[4, 1, 2, 2, 4, 1, 3]",35,5.497213125228882
case3909,0,0.17535887741364725,2.947302966273386,5,[],0,0.002000093460083008
case3910,11,1.5980923799387663,2.9939005160016556,5,"[1, 3, 2, 4, 4, 3, 3, 4, 1, 3, 3]",55,113.39031648635864
case3911,8,0.8750526431617,3.272781310342642,5,"[4, 1, 3, 2, 2, 1, 1, 1]",40,62.2867386341095
